family_label,variation,variation_keys,category,year,name,source_formula,symbol,semantic,canonical_parameter,kept,reason
Shortest Path (Directed),Nonnegative Weighted Digraph,nonnegative weights,parallel,1997.0,"Brodal, Traff, Zaroliagis",$O(m \log n)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Shortest Path (Directed),"General Weights, Undirected","general weights, undirected",parallel,1999.0,"Shi, Spencer (1) (t=log(n))",$O((n^3/t^2) \log n \log(n/t) + m \log n)$,,,vertices in the graph,False,"also depends on 't' (an undefined parameter), which has no worst-case bound in terms of vertices in the graph"
Shortest Path (Directed),"General Weights, Undirected","general weights, undirected",parallel,1999.0,"Shi, Spencer (1) (t=sqrt(n))",$O((n^3/t^2) \log n \log(n/t) + m \log n)$,,,vertices in the graph,False,"also depends on 't' (an undefined parameter), which has no worst-case bound in terms of vertices in the graph"
Shortest Path (Directed),"General Weights, Undirected","general weights, undirected",parallel,1999.0,"Shi, Spencer (2) (t=log(n))",$O((n^3/t^3 + mn/t) \log n) for any t in the range \log n <= t <= n$,,,vertices in the graph,False,formula not usable: nested asymptotic notation has no determinate value
Shortest Path (Directed),"General Weights, Undirected","general weights, undirected",parallel,1999.0,"Shi, Spencer (2) (t=n)",$O((n^3/t^3 + mn/t) \log n) for any t in the range \log n <= t <= n$,,,vertices in the graph,False,formula not usable: nested asymptotic notation has no determinate value
Shortest Path (Directed),"Undirected, Nonnegative Weights","nonnegative weights, undirected",parallel,2016.0,"Maleki, Nguyen, Lenharth, Garzarán, Padua, Pingali",$O((|E| + L_D) + (|E| + L_D)P/D)$,,,vertices in the graph,False,formula not usable: could not parse '(|E| + L_D) + (|E| + L_D)P/D' (SyntaxError)
Shortest Path (Directed),"General Weights; General Weights, Undirected","general weights; general weights, undirected",parallel,2017.0,"Dhulipala, Blelloch, Shun (1)",$expected O(w_∆)$,,,vertices in the graph,False,formula not usable: nested asymptotic notation has no determinate value
Shortest Path (Directed),"General Weights; General Weights, Undirected","general weights; general weights, undirected",parallel,2017.0,"Dhulipala, Blelloch, Shun (2)",$expected O(r_{src} \log |V|)$,,,vertices in the graph,False,formula not usable: nested asymptotic notation has no determinate value
Shortest Path (Directed),General Weights,general weights,parallel,2018.0,Garg,$O(nm)$,n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Shortest Path (Directed),Nonnegative Integer Weighted Digraph,nonnegative integer weighted digraph,parallel,2023.0,"Cao, Fineman",$O˜(m)$,,,vertices in the graph,False,"measured in edges in the graph, but this family is compared in vertices in the graph"
Shortest Path (Directed),Nonnegative Weights,nonnegative weights,quantum,2003.0,Heiligman 2,O(n^(7/4)),n,vertices,vertices in the graph,True,kept
Shortest Path (Directed),Nonnegative Weights (Adjacency List Model),nonnegative weights,quantum,2004.0,"Dürr, Heiligman, Høyer, Mhalla 1",O(sqrt(n*m)*log^2(n)),n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Shortest Path (Directed),Nonnegative Weights (Adjacency Matrix Model),nonnegative weights,quantum,2004.0,"Dürr, Heiligman, Høyer, Mhalla 1",O(n^(3/2)*log^2(n)),n,vertices,vertices in the graph,True,kept
Shortest Path (Directed),General Weights (Adjacency List Model),general weights,quantum,2006.0,Furrow 1,O(n^(3/2)*m^(1/2)*sqrt(log(n)),n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Shortest Path (Directed),General Weights (Adjacency Matrix Model),general weights,quantum,2006.0,Furrow 1,O(n^(5/2)*sqrt(log(n)),n,vertices,vertices in the graph,True,kept
Shortest Path (Directed),Nonnegative Weights (Adjacency List Model),nonnegative weights,quantum,2006.0,Furrow 2,O(sqrt(n*m)*log(n)),n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Shortest Path (Directed),Nonnegative Weights (Adjacency Matrix Model),nonnegative weights,quantum,2006.0,Furrow 2,O(n^(3/2)*log(n)),n,vertices,vertices in the graph,True,kept
Shortest Path (Directed),Directed Acyclic Graphs (Adjacency List Model),directed acyclic graphs,quantum,2019.0,"Khadiev, Safina",O(sqrt(n*m)*log(n)),n,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'm'
Shortest Path (Directed),Directed Acyclic Graphs (Adjacency Matrix Model),directed acyclic graphs,quantum,2019.0,"Khadiev, Safina",O(n^(3/2)*log(n)),n,vertices,vertices in the graph,True,kept
Shortest Path (Directed),general weights,general weights,serial,1956.0,Bellman–Ford algorithm (Ford 1956),$O(V^2 EL)$,,,vertices in the graph,False,"also depends on 'L' (max edge weight), which has no worst-case bound in terms of vertices in the graph"
Shortest Path (Directed),general weights,general weights,serial,1959.0,Bellman–Ford algorithm (Shimbel 1955; Bellman 1958; Moore 1959),$O(VE)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Shortest Path (Directed),Nonnegative Weights,nonnegative weights,serial,1960.0,Bellman–Ford algorithm (Dantzig 1960),$O(V^2 \log V)$,V,vertices,vertices in the graph,True,kept
Shortest Path (Directed),Nonnegative Weights,nonnegative weights,serial,1960.0,Dijkstra's algorithm with list (Whiting & Hillier 1960),$O(V^2)$,V,vertices,vertices in the graph,True,kept
Shortest Path (Directed),Nonnegative Weights,nonnegative weights,serial,1977.0,Dijkstra's algorithm with binary heap (Johnson 1977),$O((E + V) \log V)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Shortest Path (Directed),Nonnegative Integer Weights,nonnegative integer weights,serial,1981.0,Dijkstra's algorithm with Fibonacci heap (Johnson 1981; Karlsson & Poblete 1983),$O(E \log \log L)$,,,vertices in the graph,False,"measured in edges in the graph, max edge weight, but this family is compared in vertices in the graph"
Shortest Path (Directed),Nonnegative Weights,nonnegative weights,serial,1983.0,Gabow's algorithm,$O(E \log L/\log(2+(E/V)))$,,,vertices in the graph,False,"also depends on 'L' (max edge weight), which has no worst-case bound in terms of vertices in the graph"
Shortest Path (Directed),Nonnegative Weights,nonnegative weights,serial,1984.0,Dijkstra's algorithm with Fibonacci heap (Fredman & Tarjan 1984; Fredman & Tarjan 1987),$O(E + V \log V)$,V,vertices,vertices in the graph,True,kept; substituted worst-case edges in the graph for 'E'
Shortest Path (Directed),Nonnegative Integer Weights,nonnegative integer weights,serial,1990.0,Gabow Ahuja Algorithm,$O(E + V \sqrt{\log(L)} )$,,,vertices in the graph,False,"also depends on 'L' (max edge weight), which has no worst-case bound in terms of vertices in the graph"
Shortest Path (Directed),Nonnegative Integer Weights,nonnegative integer weights,serial,2004.0,Thorup's algorithm,"$O(E + V \min(\log \log V, \log \log L))$",,,vertices in the graph,False,"also depends on 'L' (max edge weight), which has no worst-case bound in terms of vertices in the graph"
Shown Surface Determination,,(general),serial,1969.0,Warnock's algorithm,$O(np)$,,,an undefined parameter,False,family has no usable input-size parameter
Shown Surface Determination,,(general),serial,1969.0,Binary space partitioning (BSP),$O(n^2+p)$?,,,an undefined parameter,False,family has no usable input-size parameter
Shown Surface Determination,,(general),serial,1972.0,Painter's algorithm/Newell's algorithm,$O(n \log(n)+np)$,,,an undefined parameter,False,family has no usable input-size parameter
Shown Surface Determination,,(general),serial,1974.0,Z-buffering,$O(np)$,,,an undefined parameter,False,family has no usable input-size parameter
Shown Surface Determination,,(general),serial,1980.0,S-buffer/Scanline Rendering,$O(E+p)$,,,an undefined parameter,False,family has no usable input-size parameter
Shown Surface Determination,,(general),serial,1982.0,Ray tracing,$O(np)$,,,an undefined parameter,False,family has no usable input-size parameter
Slam Algorithms,SLAM Algorithms,(general),serial,1998.0,EKF SLAM,$O(n^3)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Slam Algorithms,SLAM Algorithms,(general),serial,2000.0,UKF,$O(n^3)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Slam Algorithms,SLAM Algorithms,(general),serial,2001.0,Rao-Blackwellized Particle Filtering SLAM,$O(n^2)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Slam Algorithms,SLAM Algorithms,(general),serial,2002.0,Compressed Extended KF,$O(n^3)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Slam Algorithms,SLAM Algorithms,(general),serial,2002.0,srba,$O(n^2)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Slam Algorithms,SLAM Algorithms,(general),serial,2003.0,FastSlam,$O(m \log n)$ per iteration,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Solutions to Nonlinear Equations,Solutions to Nonlinear Equations,(general),serial,-1400.0,Secant method,$O(n_{max})$,,,an undefined parameter,False,year missing or outside 1950-2026
Solutions to Nonlinear Equations,Solutions to Nonlinear Equations,(general),serial,-200.0,Regula Falsi method,$O(n_{max})$,,,an undefined parameter,False,year missing or outside 1950-2026
Solutions to Nonlinear Equations,Solutions to Nonlinear Equations,(general),serial,-150.0,Bisection method,$O(n_{max})$,,,an undefined parameter,False,year missing or outside 1950-2026
Solutions to Nonlinear Equations,Solutions to Nonlinear Equations,(general),serial,1669.0,Newton's method,$O(n_{max})$,,,an undefined parameter,False,year missing or outside 1950-2026
Sorting,Comparison Sorting,(general),parallel,1968.0,odd-even sort - Batcher,$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1968.0,Bitonic sort - Batcher,$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1971.0,Batcher's bitonic sort using perfect shuffle - Stone,$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1971.0,Van Voorhis,$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1972.0,Shellsort on sorting networks- Pratt,$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1975.0,"Parallel Neighborhood sort - Baudet, Stevenson",$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1975.0,Muller and Preperata,$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1975.0,"Drysdale, Young",$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1977.0,Parallel bucket-sort - Hirschberg (1),$O(n \\log{n})$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1977.0,Parallel bucket-sort - Hirschberg (2),$O(k \log{n} n^(1+1/k))$,,,elements in the input,False,"also depends on 'k' (arbitrary int 2), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1977.0,Preperata (1),$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1977.0,Preperata (2),$n^(1+alpha) \log{n}$,,,elements in the input,False,"also depends on 'alpha' (arbitrary positive number 1 but o log n loglog n o 1 alpha log n), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1977.0,s^2-way merge sort - Thompson and Kung (1),$O(n^1.5)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1977.0,adaptation of Batcher's bitonic merge sort - Thompson and Kung (2),$O(n^1.5)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1978.0,"Rebound sort - Chen, Lum, Tung",$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1978.0,"Odd-even transposition sort w/ uniform ladder - Chen, Eswaran, Lum, Tung",$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1978.0,Todd,$O(n\log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1979.0,Nassimi and Sahni,$O(n^1.5)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1979.0,Preperata and Vuillemin,$O(n\log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1980.0,odd-even sort - Hsiao and Menon (1),$O(n \log{n/p} + np)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1980.0,modified Stone sort - Hsiao and Menon (2),$O(n \log{n/p} + n \log^2{p})$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1980.0,specialized minimum time sort - Hsiao and Menon (3),$O(n \log{n/p})$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1980.0,"sorting on two or more ladders - Chin, Fok",$O(n^2)$ ?,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1981.0,Haggkvist and Hell,$O(n^(3/2) \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1981.0,Lee et al.,$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1981.0,Shiloach and Vishkin,$O(n \log n)$ if p<n or $O(p log n)$ if p>=n,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1981.0,Reischuk,$O(n \\log{n})$ expected,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1982.0,Dohi et al.,$2^l n b \tau (a+1+(n-l)/2^(l-1))$,,,elements in the input,False,"formula depends on too many parameters (a, b, l, n, tau)"
Sorting,Comparison Sorting,(general),parallel,1982.0,Parallel enumeration sorting scheme - Yasuura et al.,$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1982.0,"N&S sort - Nassimi, Sahni",$O(n^(1+1/k) k \log{n})$,,,elements in the input,False,"also depends on 'k' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1982.0,"Cheung, Dhall, Lakshmivarahan, Miller, Walker",$O(n\log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1983.0,"Ajtai, Komlos, Szemeredi (AKS)",$O(n \\log^2{n})$ ?,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1983.0,Kumar and Hirschberg,$11n^(3/2)t_r+2nlog n^(1/2) t_c +5/2 n^(3/2) t_e$,,,elements in the input,False,"formula depends on too many parameters (n, t_c, t_e, t_r)"
Sorting,Comparison Sorting,(general),parallel,1983.0,Kruskal,$O(n \\log{n} \\log{\\log{n}} / \\log{\\log{\\log{n}}})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1983.0,Akl,$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1983.0,Reif and Valiant,$O(n \\log{n})$ expected,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1983.0,"Miranker, Tang, Wong",$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1983.0,Bollobas and Thomason,$O(\lfloor n^1.5 \log{n} \rfloor)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1984.0,Cyclic sort - Johnsson (1),$O(np \log n/p)$ when p<<n O(nlog^2(n)) when n~=p,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1984.0,Consecutive sort - Johnsson (2),$O(np \log n/p)$ when p<<n O(nlog^2(n)) when n~=p,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting;,non-comparison sorting,parallel,1984.0,Bucket sort - Johnsson (3),$O(n+pL)$ when p<=L O(n+pL+plog p \log L) when p>L,,,elements in the input,False,"also depends on 'L' (number buckets elements sorted into), 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1984.0,"re-circulating systolic sorter (RSS) - Wong, Ito",$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1985.0,Reif,$O(n)$ expected,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1985.0,Reischuk,$O(n \\log{n})$ expected,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1985.0,n-sorter - Tseng and Lee,$O(n^{\log{m}/ \log{n}} \log^2{mn} / \log^2{n})$,,,elements in the input,False,cannot tell what m means (no definition given and the family is inconsistent)
Sorting,Comparison Sorting,(general),parallel,1985.0,"Lang, Schimmler, Schmeck and Schroder",$O(n^(3/2))$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting,non-comparison sorting,parallel,1985.0,"Owens, JaJa (1)",$O(np +n^2/p)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting,non-comparison sorting,parallel,1985.0,"Owens, JaJa (2)",$O(n p^{1/2} +n^2/p)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1985.0,Rudolph,$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1985.0,Han,$O(1/ \alpha n \log^(\alpha+1){n})$,,,elements in the input,False,formula not usable: could not parse '1/ alpha n log ^( alpha +1)*(n)' (TypeError)
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1986.0,"Wagner, Han",$O(ceiling(\log m/ \log(n/p + \log p))(n+p \log p)$,,,elements in the input,False,"also depends on 'm' (an undefined parameter), 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1986.0,"Schnorr, Shamir",$O(n^{3/2})$ ?,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1986.0,Kunde,$O(n^{4/3})$,n,elements,elements in the input,True,kept
Sorting,,(general),parallel,1986.0,"Alon, Azar, Vishkin",$O(n^(1+1/k))$ expected,,,elements in the input,False,"also depends on 'k' (number rounds k 1), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1986.0,"Tsukennan, Gray, Stewart, Uren, Vaughan",$O(n \log{\log{n}} $,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1987.0,Hagerup,$O(n \log{\log{n}} $,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1987.0,"Akl, Santoro",$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1987.0,paralleldouble distributive partitioning sort - Noga,$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1988.0,Kunde,$rn^2+O(n^{2-1/r})$,,,elements in the input,False,formula not usable: nested asymptotic notation has no determinate value
Sorting,Comparison Sorting,(general),parallel,1988.0,Parallel Merge Sort - Cole (1),$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1988.0,Parallel Merge Sort - Cole (2),$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1988.0,Francis and Mathieson,$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1988.0,parallel shellsort - Quinn,$O(p n^{3/2})$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1988.0,Quicksort with quickmerge - Quinn,$O(n^2/p+p^2 \log{n/p}+np \log{p} + p^2)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1988.0,Jagadish,$O(np)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1988.0,"Saxena, Bhatt, Prasad",$O(nm \log{n}/\log{\log{m}})$,,,elements in the input,False,"also depends on 'm' (uses m way merge m m n), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1989.0,"Rajesekaran, Reif (1)",$O(n)$ expected,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1989.0,"Rajesekaran, Reif (2)",$O(n(\\log{n})^(1+\\epsilon)/ \\log{\\log{n}})$ expected,,,elements in the input,False,"also depends on 'epsilon' (epsilon balanced normally o 1), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1989.0,"Rajesekaran, Reif (3)",$O(n \\log{\\log{n}})$ expected,n,elements,elements in the input,True,kept
Sorting,,(general),parallel,1989.0,"shearsort - Scherson, Sen",$n \log{n} +O(n \log{\log{n}})$,,,elements in the input,False,formula not usable: nested asymptotic notation has no determinate value
Sorting,Comparison Sorting,(general),parallel,1989.0,"Hagerub, Rub",$n \log{n} +O(n \log{\log{n}})$,,,elements in the input,False,formula not usable: nested asymptotic notation has no determinate value
Sorting,Comparison Sorting,(general),parallel,1989.0,"Bitonic Merge Sort Parallel Implementation - Bilardi, Nicolau",$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1989.0,Parallel iterated bucket sort - Chlebus,$O(n)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1989.0,SmoothSort - Plaxton (adaptive),$O(n \log^2{p}/ \loxg{n/p} + p \log^3{p} \loxg{n/p})$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1989.0,SmoothSort - Plaxton (nonadaptive),$O(n \log^2{p} / \log{n/(p \log{p})})$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1989.0,SquareSort - Plaxton,$O(n \log^2{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1989.0,"parallel binsort 0 - Seidel, George (1)",$O(n \\log{n/p} t_c +n t_s/r)$ expected,,,elements in the input,False,"formula depends on too many parameters (n, p, r, t_c, t_s)"
Sorting,Comparison Sorting,(general),parallel,1989.0,"parallel binsort 1 - Seidel, George (2)",$O(n \\log{n} t_c +n t_s/r)$ expected,,,elements in the input,False,"formula depends on too many parameters (n, r, t_c, t_s)"
Sorting,Comparison Sorting,(general),parallel,1989.0,"parallel binsort 2 - Seidel, George (3)",$O(n \\log{n} t_c +n t_s/r)$ expected,,,elements in the input,False,"formula depends on too many parameters (n, r, t_c, t_s)"
Sorting,Comparison Sorting,(general),parallel,1989.0,"Periodic Balanced Sorting Network - Dowd, Perl, Rudolph, Saks",$O(n \log^4{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1989.0,"Aggarwal, Chandra, Snir",$O(np \log{n}/p + lp \log{p})$,,,elements in the input,False,formula uses 2 different symbols that all mean elements in the input
Sorting,Comparison Sorting,(general),parallel,1989.0,"Martel, Gusfield",$O(n \\log{n})$ expected,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1990.0,"Takefuji, Lee",$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1990.0,"Hagerup, Shen",$O(n)$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1990.0,Raman,$O(n \\log{\\log{m}})$ expected,,,elements in the input,False,"also depends on 'm' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1990.0,"Sharesort - Cypher, Plaxton",$O(n \log{n} (\log{\log{n}})^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1990.0,"Leighton, Plaxton (1)",$O(n \\log{n})$ expected,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1990.0,"Leighton, Plaxton (2)",$O(mn \\log{n} + n \\log^2{n})$ expected,,,elements in the input,False,"also depends on 'm' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1990.0,"Abali, Ozguner, Bataineh",$O(n \\log n)$ ?? assuming n>>p$,,,elements in the input,False,"measured in processors, but this family is compared in elements in the input"
Sorting,Comparison Sorting,(general),parallel,1990.0,"AGGARWAL, CHANDRA, SNIR",$O(n \log{n}/(p \log{n/p}))$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting,non-comparison sorting,parallel,1990.0,"Kruskal, Rudolph, Snir",$O(n \log{n}/ \log{n/p} +m)$,,,elements in the input,False,"also depends on 'm' (an undefined parameter), 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1990.0,"Wang, Chen, Lin",$O(n^3)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1990.0,"Dey, Srimani",$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1990.0,"Parasort - Wheat, Evans",$O(n^2/p +(5n/3 + 2p \log^2{n/p} +p) \log{p+1} + 2p \log^3{p+1}/3 + p)$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1990.0,Powers,$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1990.0,Paterson,$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison sorting,(general),parallel,1990.0,"Heidelberger, Norton, Robinson",$O(n \\log{n})$ expected,n,elements,elements in the input,True,kept
Sorting,,(general),parallel,1990.0,Tang,,,,elements in the input,False,formula not usable: no formula recorded
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1990.0,Chen (1),$O(n)$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1990.0,Chen (2),$O(n)$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1990.0,"Huang, Kleinrock",$O(n \log{n})$,n,elements,elements in the input,True,kept
Sorting,Comparison Sorting,(general),parallel,1990.0,"Lin, Lin",$O(n^2)$,n,elements,elements in the input,True,kept
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1991.0,"Bhatt, Diks, Hagerup, Prasad, Radzik, Saxena",$O(n \log{\log{m}})$,,,elements in the input,False,"also depends on 'm' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1991.0,"Matias, Vishkin (random)",$O(n \\log{\\log{m}})$ expected,,,elements in the input,False,"also depends on 'm' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Non-Comparison Sorting; Integer Sorting,integer sorting; non-comparison sorting,parallel,1991.0,"Matias, Vishkin (deterministic)",$O(n \log{\log{m}})$,,,elements in the input,False,"also depends on 'm' (an undefined parameter), which has no worst-case bound in terms of elements in the input"
Sorting,Comparison Sorting,(general),parallel,1991.0,"Deo, Sarkar",$O(n \log{n/p} + (n + p \log{p} \log{n}) \log{n/p})$,,,elements in the input,False,"also depends on 'p' (processors), which has no worst-case bound in terms of elements in the input"
